gender,account_type,transaction_type,device,receiver_acc_type,device_os,name,cpf,birth_date,adress_pcode,phone_number,acc_creation_date,agency,account,credit_score,sender_id,device_id,device_model,transaction_amount,transaction_id,transaction_city,transaction_time,receiver_id,receiver_bank,receiver_agency,receiver_account
m,corrente,boleto,cellphone,poupanca,myos,Joao Felipe Freitas,021.638.594-60,1964-04-30,04717558,+55 (081) 6115 0385,2021-11-18,8348,910990,420.0,sid46Hq,dv38Xh,md10ax,26385.3,2750,Fogaca,2023-08-14 17:22:58,rid11dy,bk56,7011,464229
m,salario,pix,cellphone,pagamento,myos,Sabrina Martins,758.104.392-41,2001-12-28,27084205,+55 (031) 6048-3806,2023-10-31,1615,587101,702.0,sid14TM,dv36me,md25II,8018.39,2751,Moreira de Goias,2025-06-25 15:41:01,rid31TB,bk63,5679,741350
m,salario,pix,cellphone,pagamento,cheeseos,Lucas Vieira,524.986.130-05,1990-07-25,89222-731,+55 81 7915 6629,2021-01-29,3281,285524,618.0,sid93fT,dv90Af,md38pA,8306.42,2752,Lima,2025-02-03 03:48:02,rid50tu,bk26,1483,668711
f,corrente,pix,cellphone,salario,penguin,Jose Nascimento,637.421.598-28,1988-05-13,63946917,0900-099-4047,2025-05-05,2311,923686,788.0,sid70Fj,dv11Ai,md28EI,34147.6,2753,da Conceicao,2025-07-07 22:45:34,rid37sR,bk01,9939,256727
m,corrente,pix,desktop,poupanca,myos,Fernanda Monteiro,032.518.769-02,1949-11-02,74061594,(041) 1858-7753,2024-08-16,4356,806874,492.0,sid69DD,dv41gt,md37Xq,9194.6,2754,Freitas,2025-10-17 03:41:42,rid33Fv,bk50,5104,686822
m,salario,pix,desktop,salario,bot,Maria Cecilia Nunes,654.708.192-30,1953-08-07,75025210,+55 (061) 2420-1497,2022-01-21,5209,388855,338.0,sid73Aw,dv03ST,md88VK,34093.92,2755,Moreira de Goias,2023-02-02 16:55:23,rid87dm,bk84,7354,306575
f,corrente,boleto,desktop,corrente,myos,Yago Martins,350.486.972-00,1941-11-30,47370-240,11 3315 4695,2021-08-29,3630,796727,480.0,sid64gl,dv37Bm,md52KV,16600.85,2756,Garcia,2022-09-07 23:31:14,rid55BL,bk58,9351,289737
m,corrente,pix,cellphone,poupanca,penguin,Lais Casa Grande,073.158.249-79,1980-05-19,43416335,+55 (031) 1883 6050,2022-06-24,6136,683502,441.0,sid35Do,dv69WQ,md68YC,6444.9,2757,Mendes,2023-10-11 17:59:52,rid47wJ,bk48,8175,729360
f,corrente,boleto,cellphone,salario,cheeseos,Diogo Cassiano,974.162.835-82,1977-03-16,49260344,41 3871-7602,2024-06-09,7984,641725,321.0,sid93Ux,dv16rf,md31DR,37291.11,2758,Barbosa,2024-08-15 09:30:32,rid18vT,bk51,4805,690756
f,pagamento,ted,cellphone,pagamento,myos,Levi Pacheco,146.953.702-80,1936-06-10,57826-297,(051) 9879 6193,2024-04-12,1550,883952,551.0,sid56lg,dv49Ev,md74LN,40343.93,2759,Fogaca,2024-10-08 13:33:36,rid60Op,bk75,1978,288870
m,pagamento,pix,cellphone,poupanca,bluescreen,Sophia Rocha,567.149.208-49,1991-06-28,31469-803,(011) 5844-8435,2022-04-13,9203,571007,690.0,sid59Gd,dv71in,md60KH,11055.68,2760,Moraes de Minas,2022-07-11 17:14:42,rid33Wp,bk49,3072,185765
m,corrente,boleto,cellphone,poupanca,bot,Bryan Lima,089.476.312-13,1971-08-17,38221-361,+55 11 9980 0414,2021-12-16,9399,652539,772.0,sid07YW,dv78yc,md39NJ,12711.96,2761,Correia,2025-04-05 09:58:37,rid76ep,bk67,9963,121734
f,poupanca,pix,cellphone,corrente,bot,Rafaela da Conceicao,214.850.769-94,1964-11-08,77487-558,(071) 8259 8237,2023-09-07,7360,133832,601.0,sid14Kb,dv20Xn,md82IH,14507.49,2762,Rocha de Minas,2023-10-10 00:48:57,rid24ig,bk65,5895,69911
m,corrente,pix,cellphone,corrente,myos,Luigi Vargas,809.452.316-60,1941-06-24,24431-347,0900 551 3121,2021-11-15,470,946651,757.0,sid00Gk,dv07rO,md40CE,8497.82,2763,Cardoso do Campo,2023-08-29 05:58:28,rid76xh,bk74,7628,530310
m,salario,ted,cellphone,pagamento,bluescreen,Ester Borges,978.126.430-69,2007-09-30,35133005,(071) 1641 2733,2023-05-09,3439,291567,638.0,sid68Ib,dv36NM,md29kL,48911.24,2764,Goncalves,2025-05-10 22:11:27,rid55CO,bk10,7785,778921
f,poupanca,pix,cellphone,poupanca,penguin,Dom Ferreira,431.829.657-19,1943-02-02,26400-552,0500-503-1096,2024-07-30,5151,948035,683.0,sid17iu,dv72Jn,md69rL,6657.96,2765,Ribeiro de Jesus,2025-11-03 10:57:55,rid52tQ,bk03,4494,841168
f,pagamento,boleto,cellphone,pagamento,myos,Maria Laura Dias,836.419.507-75,1951-12-03,11828-091,+55 (021) 5724 1877,2025-01-08,5049,436323,429.0,sid41hM,dv77fo,md44ZW,46061.69,2766,Fogaca,2025-04-02 09:00:56,rid18To,bk47,2059,28885
f,corrente,boleto,cellphone,pagamento,bot,Levi Novaes,294.086.315-60,1986-02-02,20372-254,+55 (021) 7955 7175,2020-11-28,6678,559581,409.0,sid78OC,dv79Me,md39rg,18206.62,2767,Duarte,2021-03-28 19:28:49,rid82si,bk12,2535,641463
f,corrente,pix,cellphone,poupanca,bot,Bento Farias,913.602.847-96,1957-10-09,48333-774,(084) 2561-4816,2024-12-01,3649,970691,555.0,sid71gW,dv34Ww,md44Hb,35206.22,2768,Correia de Andrade,2025-04-05 01:34:43,rid10sH,bk76,5777,905191
f,poupanca,ted,cellphone,salario,bot,Ayla da Cruz,563.912.870-40,1945-04-14,16501-837,(061) 4007 4331,2024-12-30,3449,36477,440.0,sid36Kh,dv89Zh,md59vW,48192.05,2769,Cavalcanti,2025-01-14 20:59:18,rid97GM,bk58,7316,598214
m,pagamento,pix,desktop,corrente,penguin,Maysa Almeida,452.306.781-35,1941-10-29,52833116,+55 (011) 9091 6285,2023-11-04,998,673072,740.0,sid00aC,dv46vt,md68oi,42477.28,2770,Fernandes de Albuquerque,2025-01-23 21:45:43,rid09BX,bk57,5855,7438
f,corrente,pix,cellphone,poupanca,bot,Emanuel Silva,685.321.704-71,1996-04-28,69509-601,(021) 2173-6237,2025-09-16,3394,380032,462.0,sid91Ka,dv26Bc,md83IW,36541.87,2771,Viana das Pedras,2025-10-24 06:23:23,rid28UX,bk46,7173,39470
f,salario,boleto,cellphone,corrente,bluescreen,Dante Rios,267.531.498-64,1958-01-14,77265-116,11 9750 0344,2025-03-11,5671,573622,840.0,sid19fw,dv31YI,md75KR,4413.17,2772,Almeida da Serra,2025-11-17 17:04:32,rid95NT,bk46,5258,991660
m,salario,pix,cellphone,corrente,bot,Arthur Cirino,395.082.471-50,1990-05-21,50625565,51 8289 0045,2024-04-08,8267,577996,834.0,sid82LL,dv17zj,md62qa,22107.6,2773,Pereira,2025-02-01 13:35:43,rid57Ea,bk24,4740,8114
f,corrente,ted,desktop,salario,penguin,Joao Gabriel Pacheco,967.158.324-55,1948-09-05,62769046,+55 (011) 0935 4677,2023-03-28,5911,83272,832.0,sid39Nh,dv05Yd,md30Iu,28522.01,2774,Aragao,2025-05-03 10:28:39,rid96Nh,bk78,524,186558
f,corrente,pix,cellphone,corrente,bot,Maria Luiza Moreira,847.203.156-07,1989-02-23,64157-093,+55 (041) 6668 4577,2020-12-12,980,599974,411.0,sid29hB,dv29uP,md69lR,35466.0,2775,da Cruz de da Mota,2022-01-01 09:34:10,rid47kQ,bk93,2628,425328
f,salario,pix,cellphone,pagamento,bot,Sabrina da Rocha,598.762.140-20,1938-05-07,46703-870,(021) 8829-8576,2024-07-25,4455,721515,579.0,sid40mg,dv56nQ,md96Bd,28888.36,2776,Porto,2024-08-23 19:04:21,rid63hT,bk74,2702,339238
f,salario,pix,desktop,pagamento,myos,Gabriel Cardoso,936.587.104-20,1946-10-23,59011-492,+55 81 7693-0979,2021-03-25,460,35248,711.0,sid73TK,dv28ME,md92lW,36526.13,2777,Rodrigues de Albuquerque,2025-01-29 01:36:49,rid08Et,bk17,2735,416903
m,salario,boleto,cellphone,salario,bluescreen,Apollo Lima,905.712.346-07,1978-05-26,37466-786,+55 41 1204-8976,2021-06-14,8293,520063,481.0,sid54Dp,dv39Sa,md37VJ,19697.36,2778,Vargas Paulista,2023-09-29 21:29:34,rid11Ah,bk13,867,440315
m,salario,boleto,desktop,poupanca,bot,Igor Casa Grande,184.972.305-23,1969-12-02,01353-452,0500-497-5930,2024-12-20,475,261394,785.0,sid63Gc,dv29iQ,md77Ae,7276.69,2779,Araujo,2025-04-21 20:44:18,rid26bP,bk49,7897,912859
f,corrente,pix,cellphone,pagamento,myos,Vicente Sousa,465.372.180-71,1937-12-24,42443-558,31 7169 4528,2024-02-23,8258,154399,442.0,sid10Ju,dv39pU,md16yh,11742.6,2780,Azevedo,2025-05-25 11:22:18,rid10nH,bk22,6009,726291
f,pagamento,boleto,cellphone,corrente,bot,Cecilia Andrade,680.714.953-01,1943-06-12,01758462,81 3970 2458,2025-02-23,7320,354346,623.0,sid88xE,dv69Pj,md71Jv,30773.83,2781,das Neves do Norte,2025-08-08 01:26:35,rid01Kk,bk71,1499,432574
m,corrente,boleto,cellphone,poupanca,cheeseos,Valentim Borges,417.306.829-87,1959-04-13,60561097,(041) 2919 2364,2023-07-09,5331,952725,663.0,sid06fk,dv58Jg,md06BR,43477.42,2782,Marques,2025-11-16 05:43:16,rid00Bk,bk82,1938,820503
m,corrente,ted,desktop,pagamento,myos,Lucas Vargas,945.087.136-10,1978-10-29,92731335,0900-889-7342,2024-10-21,9160,365960,652.0,sid81ag,dv91rV,md77KA,46312.6,2783,Silveira,2025-10-12 01:16:07,rid89nJ,bk04,3550,42085
f,pagamento,pix,cellphone,corrente,bot,Jose Miguel Montenegro,642.078.153-17,1965-08-23,17563-022,+55 81 4394 7172,2025-03-08,8770,451996,703.0,sid29Ow,dv14eQ,md41cS,12474.28,2784,Jesus,2025-06-10 09:29:37,rid28MI,bk81,1807,397812
f,poupanca,pix,cellphone,corrente,bot,Calebe Silveira,764.021.359-25,1974-03-28,07014-561,+55 (011) 9255 1461,2025-02-03,9935,558758,330.0,sid38Na,dv06Ob,md85wo,40618.75,2785,Albuquerque do Galho,2025-02-17 10:00:49,rid35ND,bk75,307,815663
f,corrente,pix,cellphone,pagamento,penguin,Rafael Fonseca,684.701.239-04,2002-02-11,65234399,+55 (061) 5449-3175,2024-08-25,638,532959,481.0,sid31jT,dv62nb,md97yd,33299.66,2786,Nunes Grande,2025-11-20 11:13:13,rid42CZ,bk91,9475,132127
f,salario,pix,cellphone,poupanca,penguin,Emanuelly Vieira,582.407.613-80,1952-11-19,62807386,+55 (011) 1524-7285,2023-08-24,1181,950770,825.0,sid29XQ,dv94ce,md14AC,10525.8,2787,da Rocha,2024-02-06 20:48:22,rid43rl,bk56,632,66171
f,salario,pix,cellphone,corrente,bot,Jose Oliveira,671.458.903-48,1967-10-31,00187940,+55 51 8468 8353,2023-11-06,6681,262151,650.0,sid88IF,dv63kb,md52AG,9665.26,2788,Silva Verde,2025-06-21 17:33:42,rid26DK,bk13,752,979689
m,pagamento,pix,cellphone,corrente,penguin,Ana Julia Oliveira,756.308.914-48,1984-04-11,82204158,+55 31 7560 9189,2023-12-31,4640,460582,691.0,sid66pg,dv28xb,md62qn,16077.34,2789,Cavalcanti,2024-11-20 00:13:56,rid96OI,bk25,3431,928510
f,pagamento,boleto,cellphone,corrente,myos,Liz Jesus,540.628.913-60,1960-07-20,34540-713,+55 81 0941 1762,2022-05-10,3195,192910,700.0,sid09Yd,dv87Ic,md75GI,11210.42,2790,Fonseca,2025-02-08 17:22:01,rid79UN,bk76,896,771101
m,salario,pix,cellphone,corrente,myos,Brayan Abreu,461.358.972-09,2007-07-24,25518-931,+55 51 1841 7833,2023-09-30,7175,17685,669.0,sid66Uh,dv15ta,md23hJ,16550.73,2791,Sales,2024-05-04 07:42:04,rid81tH,bk54,7710,13714
f,corrente,pix,cellphone,corrente,bot,Valentina Teixeira,487.935.260-83,1957-07-23,13743771,(061) 4110 5926,2021-08-18,7428,685723,568.0,sid72Mf,dv26Yn,md62nv,14600.96,2792,Martins,2023-01-06 23:31:38,rid67Sr,bk12,3486,993772
m,poupanca,pix,cellphone,poupanca,bot,Maria Helena Novais,327.905.168-12,1983-09-27,67267-708,(071) 7074 7807,2025-10-15,7738,167138,323.0,sid95rx,dv24fG,md90yx,49097.87,2793,Brito da Prata,2025-11-18 07:03:58,rid17sn,bk42,4008,655900
f,corrente,pix,cellphone,corrente,bot,Ana Fonseca,324.179.086-03,1937-11-06,28825-191,+55 41 0617 0365,2025-10-16,3380,892344,610.0,sid40Sj,dv74ie,md79xS,39966.03,2794,Cassiano Alegre,2025-10-30 22:11:12,rid22eZ,bk82,8376,179430
f,pagamento,pix,cellphone,poupanca,penguin,Matheus Sousa,682.493.705-38,1977-01-28,65037691,(041) 6872-3856,2021-01-19,1221,254924,563.0,sid25bh,dv41cH,md98gy,36620.95,2795,Rocha,2021-02-09 10:47:47,rid19Ee,bk89,4078,661651
f,salario,pix,cellphone,poupanca,bot,Sabrina Sales,289.371.450-14,1961-04-22,70052047,(041) 7216-9310,2025-04-08,2394,535319,838.0,sid57mR,dv86ZV,md43gT,32455.37,2796,Nunes do Sul,2025-07-13 15:53:28,rid83Ap,bk17,8382,926187
f,corrente,pix,cellphone,poupanca,bluescreen,Henrique Costela,286.571.430-62,1979-03-07,56792578,(071) 4915-9939,2022-03-04,142,970307,441.0,sid52by,dv01aU,md64PK,18485.84,2797,Duarte,2023-02-15 04:33:18,rid46LO,bk36,3663,665786
f,corrente,ted,cellphone,corrente,bot,Eduardo Pimenta,703.659.184-66,1935-09-26,03459-988,81 5644 4995,2024-04-25,8656,201740,568.0,sid40xM,dv77Kb,md20Mj,26946.68,2798,Costa,2025-09-11 08:29:30,rid46XX,bk84,2078,881497
f,corrente,pix,cellphone,pagamento,bot,Bento Goncalves,957.068.423-29,1990-08-07,40745-638,+55 21 6376 3256,2024-09-19,6531,80408,630.0,sid98Hq,dv79Ie,md20FB,13142.65,2799,Fernandes da Prata,2025-01-27 19:22:20,rid94wz,bk21,7201,305179
f,pagamento,pix,cellphone,salario,myos,Fernanda Pereira,270.593.416-25,1943-11-16,76468519,+55 61 7777 9607,2025-05-06,8780,88497,751.0,sid41mw,dv72Pm,md97jv,7105.85,2800,Pereira de Sa,2025-06-18 13:37:58,rid70OF,bk24,8005,433449
m,salario,pix,cellphone,pagamento,myos,Murilo Moreira,381.059.462-89,1944-04-29,96066-093,+55 81 9400-1479,2025-08-07,2305,471749,485.0,sid33xF,dv76oX,md33ZP,1168.19,2801,Goncalves,2025-11-02 19:00:33,rid14gM,bk03,6834,493266
m,poupanca,pix,cellphone,corrente,bot,Caleb Vasconcelos,235.917.480-05,1994-11-18,13650450,0500-050-6892,2021-12-08,9260,399766,673.0,sid46Ug,dv91vf,md21ba,8632.17,2802,Moraes,2023-07-28 16:24:15,rid72Td,bk02,9861,650955
m,salario,pix,cellphone,pagamento,bot,Rafael Camara,168.475.290-67,1982-10-06,18495-894,71 3526-9023,2025-02-19,5567,701157,363.0,sid55qU,dv51jy,md03dD,9116.08,2803,Leao,2025-11-18 14:51:08,rid59pa,bk91,8227,295464
f,salario,pix,cellphone,pagamento,bot,Ana da Luz,249.071.863-04,1968-06-18,75865591,71 5877-4360,2022-07-06,966,658854,707.0,sid11nI,dv95tO,md78VI,7877.57,2804,Goncalves,2025-04-08 07:38:24,rid54Zv,bk64,9377,506075
m,poupanca,boleto,cellphone,salario,bot,Maria Luisa Jesus,572.698.143-09,1992-03-21,99714-103,51 6712 5723,2023-09-20,4792,541715,806.0,sid66et,dv47oU,md81rE,2106.19,2805,Machado,2025-10-24 00:56:54,rid25MW,bk49,4733,257410
f,poupanca,pix,desktop,salario,cheeseos,Mateus Pacheco,805.312.647-26,2003-03-06,28218682,+55 84 8312 4290,2022-02-07,1908,670018,330.0,sid58mI,dv15oL,md34Az,14303.6,2806,Ribeiro,2025-10-09 14:34:45,rid83fN,bk47,5370,504184
f,pagamento,ted,cellphone,corrente,penguin,Barbara Barbosa,318.745.206-07,1951-03-21,97716800,84 4212 0124,2024-12-25,631,384851,406.0,sid50yc,dv16uA,md12Ed,7938.97,2807,Sa do Galho,2025-07-09 23:41:30,rid41uU,bk54,9143,736043
m,poupanca,pix,cellphone,salario,bot,Olivia Sa,392.768.501-12,1938-08-03,69443-573,(051) 6616 8956,2025-05-17,6883,510377,329.0,sid08iI,dv82na,md50tB,14556.81,2808,Goncalves,2025-09-06 19:34:41,rid05TJ,bk86,5193,449641
m,poupanca,boleto,cellphone,corrente,bot,Giovanna Mendes,081.279.453-23,2002-12-02,24974504,21 2658 0290,2022-02-13,3420,226340,529.0,sid26IR,dv57xJ,md49Cc,34630.52,2809,das Neves Paulista,2024-03-21 00:59:29,rid03vX,bk29,5186,572255
m,poupanca,pix,cellphone,pagamento,bot,Vitor Sousa,570.642.189-76,1950-11-09,85958689,0900-598-4723,2024-09-24,608,5172,397.0,sid98yS,dv76GR,md69hd,23051.6,2810,Melo,2025-10-01 08:08:12,rid44bZ,bk65,505,993390
m,poupanca,ted,cellphone,poupanca,myos,Murilo Mendonca,514.280.937-88,1976-07-11,26840-278,81 8126 4906,2022-10-01,6736,17840,684.0,sid31SF,dv52oQ,md42EE,13629.23,2811,Sales de da Costa,2023-10-21 21:41:57,rid37Kj,bk23,2058,990158
f,corrente,pix,cellphone,corrente,bluescreen,Lucas Nascimento,549.872.106-49,1998-01-11,10723199,(061) 9496 9093,2023-09-03,931,13099,550.0,sid22ST,dv90VO,md99FM,46063.99,2812,Oliveira do Norte,2024-01-07 11:42:35,rid00Fr,bk93,139,596856
f,corrente,pix,cellphone,corrente,bot,Ana Beatriz da Cruz,369.182.470-69,1951-03-10,08132-815,(041) 1861-0963,2022-12-02,4695,182257,696.0,sid85fX,dv61lY,md69LJ,35372.19,2813,da Costa de Cirino,2024-03-25 16:19:13,rid77BK,bk63,3202,853178
f,poupanca,pix,cellphone,salario,penguin,Matheus da Paz,068.749.312-96,2006-08-27,73158525,+55 (041) 0875-9391,2024-09-03,814,932170,318.0,sid29ei,dv13PE,md95bO,19359.63,2814,Monteiro do Amparo,2025-05-25 18:16:36,rid29Se,bk09,6080,634093
f,salario,pix,cellphone,corrente,myos,Lavinia Mendes,023.548.716-35,1988-12-04,16244835,0900 040 4448,2024-06-28,858,148999,560.0,sid33My,dv94fm,md00vW,43497.26,2815,Moraes de Monteiro,2025-03-31 15:55:45,rid77zf,bk49,9676,474521
m,pagamento,pix,cellphone,pagamento,bluescreen,Antonella Barbosa,631.590.287-12,1983-10-05,09468004,+55 (051) 0424 8120,2021-06-14,331,882012,444.0,sid78zw,dv50nt,md45mz,27832.22,2816,Fogaca de Minas,2024-09-02 12:45:30,rid66uv,bk62,5483,102120
m,corrente,pix,desktop,corrente,myos,Maite Machado,762.349.501-16,2003-04-17,89814-204,(011) 5118-0772,2023-11-19,5700,57505,837.0,sid45LZ,dv87OS,md35Ne,27818.34,2817,da Luz,2024-08-17 16:53:54,rid60bd,bk36,2951,518349
m,corrente,pix,cellphone,salario,myos,Asafe Moreira,374.650.281-08,1959-02-22,12650905,(061) 4607-0917,2021-12-02,2629,956409,520.0,sid77gR,dv72tl,md81Lj,43611.13,2818,Macedo Paulista,2022-10-03 20:24:25,rid06aJ,bk91,3343,884029
f,corrente,pix,cellphone,salario,bot,Thales Martins,341.576.928-37,1952-03-19,70096387,(041) 5710 7474,2021-12-06,2092,775301,424.0,sid37EK,dv67AB,md72Fo,21232.44,2819,Gomes,2024-03-28 22:48:17,rid63ib,bk27,8027,987714
m,pagamento,pix,cellphone,salario,myos,Livia Freitas,841.736.952-09,1947-01-03,10656-748,+55 81 5007-1357,2022-12-06,6926,574035,330.0,sid07qV,dv89ee,md02pz,48722.28,2820,Sales,2024-02-21 23:00:11,rid86JA,bk29,9612,512734
m,corrente,pix,cellphone,poupanca,bot,Brenda Macedo,435.812.096-24,1936-08-28,21045-067,+55 61 5827-4294,2024-04-29,5924,988542,499.0,sid72XV,dv92Ew,md82Ua,36325.64,2821,da Rocha,2024-07-08 03:52:27,rid10dY,bk63,5373,877333
m,pagamento,pix,desktop,poupanca,penguin,Ana Laura Moraes,273.680.415-53,1968-04-06,47517-694,+55 41 7021 6554,2022-04-12,7403,208193,675.0,sid45ZZ,dv52Jv,md33zL,8781.26,2822,Ribeiro,2023-07-16 10:32:46,rid41Gs,bk70,6748,431036
f,pagamento,pix,cellphone,poupanca,bot,Vitoria da Mata,851.637.049-66,1995-12-24,79369524,+55 (011) 4113-1615,2022-08-18,2994,629765,657.0,sid98py,dv25Vb,md67Bu,33721.94,2823,Aragao do Oeste,2023-12-11 09:06:04,rid34AR,bk94,8515,123026
f,corrente,pix,cellphone,salario,bluescreen,Ana Vitoria Carvalho,670.581.943-00,1953-09-15,15882903,11 4940-0821,2025-08-14,5714,934523,711.0,sid12YF,dv25jw,md34PA,12720.25,2824,Costela de Silva,2025-09-23 02:29:39,rid38Zs,bk55,9531,27543
m,salario,pix,cellphone,pagamento,bluescreen,Lucas Gabriel Oliveira,241.536.970-52,1976-03-27,55910-358,31 6315-0626,2023-08-09,6706,952286,455.0,sid63HZ,dv26hh,md72TV,20223.18,2825,Azevedo,2025-10-03 14:29:26,rid78Ry,bk31,1822,245022
m,salario,pix,cellphone,poupanca,bot,Igor Carvalho,603.198.745-75,1964-08-23,20564-759,+55 (051) 3196-1076,2021-04-21,9004,15855,794.0,sid12mv,dv59lA,md05gh,9382.71,2826,Mendes,2021-11-10 14:59:31,rid31YD,bk70,1105,330072
m,poupanca,ted,desktop,salario,myos,Joao Porto,827.105.934-32,1942-10-01,15951-717,(031) 1816-4358,2024-11-01,9131,989840,724.0,sid91hF,dv58cl,md74qA,34336.35,2827,Andrade,2025-11-09 01:29:48,rid59dF,bk83,2833,662794
m,poupanca,pix,cellphone,corrente,bluescreen,Raul da Mota,965.024.183-33,1954-01-04,13271-477,51 7710 3751,2025-09-29,6870,790191,722.0,sid99BV,dv19oY,md80DJ,40416.72,2828,Lopes,2025-10-27 12:57:59,rid49AO,bk12,9204,69966
f,corrente,boleto,cellphone,poupanca,bot,Ana Vitoria Nunes,754.812.093-14,1945-08-05,45654-252,84 8202 1863,2025-01-04,498,603839,450.0,sid90zx,dv76Sj,md24ne,30613.72,2829,Martins das Flores,2025-07-20 23:19:22,rid67aM,bk65,9592,502945
f,poupanca,pix,cellphone,corrente,bot,Renan Ferreira,867.314.902-96,1990-10-02,49171-496,+55 11 8540 5469,2023-11-12,1583,88242,441.0,sid88oR,dv23RD,md54Xs,16535.05,2830,Aragao Alegre,2025-01-10 04:09:07,rid86ux,bk75,3531,861286
m,salario,pix,cellphone,corrente,bot,Jose Dias,875.341.092-05,1956-10-08,27794875,0300 894 4266,2022-05-17,4539,815427,625.0,sid25ih,dv45WP,md41nK,4858.56,2831,Novais Verde,2024-06-13 12:40:51,rid68GT,bk29,4861,248115
f,poupanca,boleto,cellphone,corrente,myos,Calebe Lopes,375.849.126-64,1964-10-08,58261968,(071) 4897-5731,2024-05-16,2139,864990,526.0,sid33Jr,dv37Fs,md94Mc,21214.54,2832,Moura da Mata,2024-07-29 14:18:28,rid92We,bk01,6122,641660
m,pagamento,pix,cellphone,salario,bot,Renan Pinto,397.142.685-91,1991-12-01,55879905,(061) 7930-7602,2024-12-08,9240,338400,527.0,sid92OD,dv50jb,md16Ye,25004.0,2833,Gomes,2025-05-17 20:45:50,rid90RE,bk15,9590,350940
m,pagamento,pix,cellphone,pagamento,bot,Luan Novaes,956.378.402-29,1957-08-01,65996701,51 2437 6050,2023-07-10,2189,714877,718.0,sid44BN,dv33Bz,md87Mr,44237.49,2834,Sales do Amparo,2023-11-05 05:31:15,rid54pB,bk04,807,444771
f,pagamento,pix,desktop,poupanca,bluescreen,Maria Luiza Cardoso,541.907.238-60,1961-01-13,12318-263,(011) 6835-2836,2022-07-29,397,513218,768.0,sid84oo,dv44JJ,md15yI,14825.34,2835,Silva de Vieira,2025-10-15 00:48:41,rid05Hy,bk54,7332,782403
f,corrente,boleto,cellphone,salario,bot,Maria Helena Silveira,673.801.542-90,1948-01-18,42089629,+55 (041) 8708-1858,2021-10-07,3305,361795,377.0,sid13NE,dv41Tw,md17FP,3211.89,2836,Macedo,2022-04-13 02:06:45,rid99TZ,bk72,3526,540880
m,corrente,ted,desktop,salario,penguin,Pietra Pires,376.452.980-65,1960-06-10,25443-092,(021) 8473-0748,2022-02-01,3187,167257,396.0,sid49EN,dv32FT,md38RM,12395.33,2837,Araujo de Cassiano,2022-07-19 17:58:57,rid35yu,bk99,3599,458830
m,poupanca,boleto,cellphone,corrente,cheeseos,Eloa Rocha,124.685.790-11,1964-12-02,85413984,+55 41 6062 0127,2023-10-28,5977,965849,536.0,sid05sD,dv80nG,md74nn,22900.56,2838,Marques do Sul,2025-06-08 07:33:19,rid68cq,bk40,4247,425108
f,poupanca,pix,cellphone,poupanca,bot,Fernando Pacheco,195.082.764-01,1974-06-27,42147-319,81 9457 0547,2021-07-05,3337,445308,819.0,sid53cv,dv69kX,md34lW,21392.88,2839,Rezende das Flores,2023-03-20 20:34:44,rid66Uf,bk95,2070,540385
m,corrente,pix,cellphone,corrente,bot,Alice Ribeiro,612.754.983-37,1949-06-22,69944-423,11 9536 7965,2020-12-05,4252,62138,481.0,sid85Yf,dv55Ww,md65kQ,12899.12,2840,Rios,2022-02-16 11:44:58,rid08rz,bk88,8515,570067
m,pagamento,boleto,cellphone,pagamento,bot,Gael Henrique Silveira,380.457.162-07,1973-07-23,88761244,+55 51 3031 9837,2024-06-26,6314,69064,620.0,sid74mw,dv81xC,md78rw,34596.04,2841,Correia da Prata,2025-07-12 02:43:54,rid19Kt,bk57,6499,842083
f,corrente,boleto,cellphone,corrente,myos,Guilherme Barros,576.819.203-40,1967-06-05,39068624,31 9284 7313,2025-10-06,4588,730966,845.0,sid46er,dv07IA,md72yE,49393.56,2842,Vasconcelos,2025-10-16 18:52:25,rid75vd,bk10,6057,312700
f,poupanca,ted,cellphone,corrente,cheeseos,Enzo Gabriel Silveira,049.182.357-60,1978-06-06,29400-125,+55 81 3865-5075,2021-10-16,580,646108,457.0,sid77qm,dv26sQ,md79Nr,14730.3,2843,Marques,2024-07-27 09:44:22,rid53SR,bk00,6093,340493
m,pagamento,boleto,cellphone,pagamento,bot,Joao Felipe Sales,746.120.938-87,1938-03-28,96602-127,(061) 7431 0002,2024-04-19,8801,549018,742.0,sid35Vs,dv09Yk,md97vm,6805.16,2844,Rezende de Guerra,2025-04-12 11:33:25,rid13nj,bk48,7891,874873
m,corrente,pix,cellphone,corrente,bot,Rebeca Azevedo,708.329.615-40,1991-12-05,47166625,+55 (021) 7862 2830,2024-03-30,7916,990976,439.0,sid63Dx,dv12fE,md61zw,1512.8,2845,da Cunha Grande,2025-02-26 23:28:44,rid01hz,bk60,9167,62003
f,pagamento,boleto,cellphone,pagamento,myos,Anna Liz Vargas,571.980.432-32,1951-02-07,48331-906,0800-618-9549,2023-02-16,3258,124495,417.0,sid81eX,dv06Xx,md68yj,21999.63,2846,Fonseca,2024-01-12 14:30:33,rid35ui,bk55,3026,628517
f,poupanca,boleto,cellphone,corrente,bot,Mathias Lima,138.702.945-23,1962-11-02,29541-608,(021) 2041 0794,2020-12-04,2807,986445,456.0,sid59Jz,dv54hQ,md78Zu,22828.41,2847,Porto de Minas,2024-08-12 00:21:07,rid48vw,bk86,6352,590863
